Rnd,number,Player,TFR_Points,Team,Opp,Minutes,Points,Tries,Seven_point_tries,Conversions_attempted,Conversions_successful,PK_attempted,PK_successful,Kicking_success_pct,Drop_kicks_attempted,Successful_drop_kicks,Carries,Metres_run,Metres_gained,Avg_metres_gained,Clean_breaks,Ball_carry_into_breakdown,Offloads,Defenders_beaten,Total_passes,Successful_passes,Pass_accuracy_pct,First_and_second_breakdown_arrivals,Third_breakdown_arrivals,Tackles_attempted,Tackles_made,Tackles_missed,Tackles_made_pct,Dominant_tackles,Offloads_in_tackle,Defensive_turnovers_won,Defensive_breakdown_arrivals,First_defending_breakdown_arrivals,Breakdown_turnovers_won,Turnovers_conceded,General_play_kicks,General_play_kick_errors,Penalties_conceded,Free_kicks_conceded,Yellow_cards,Red_cards,Try_assists,Def_bonus,Off_bonus
17,6,Bruce Yun,2.5,RFC Los Angeles,SEA,22,0,0,0,0,0,0,0,0,0,0,2,9,7,4,0,1,0,0,0,0,0,1,3,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,6,Devin Short,12.8,Seattle Seawolves,LA,81,0,0,0,0,0,0,0,0,0,0,7,73,63,9,0,3,1,1,4,2,50,15,0,22,20,2,0,0,0,0,8,7,0,1,0,0,1,0,0,0,0,0,0
17,6,Emmanuel Albert,7.6,Houston Sabercats,SDL,65,0,0,0,0,0,0,0,0,0,0,12,63,40,3,0,12,0,1,0,0,0,9,0,15,12,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
17,6,Ethan Fryer,3.6,New England Free Jacks,NOLA,39,0,0,0,0,0,0,0,0,0,0,2,34,30,15,1,2,0,1,0,0,0,2,0,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
17,6,Jamason Fa'anana-Schultz,2.7,Old Glory DC,MIA,23,0,0,0,0,0,0,0,0,0,0,4,37,31,8,0,3,0,1,4,4,100,4,1,2,2,0,0,0,0,0,2,2,0,2,0,0,1,0,0,0,0,0,0
17,6,Joe Basser,3.9,Anthem RC,CHI,83,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,1,0,0,1,1,100,4,0,11,10,1,0,0,0,0,5,2,0,1,0,0,1,0,0,0,0,0,0
17,6,Mike Matarazzo,1.6,Chicago Hounds,ARC,44,0,0,0,0,0,0,0,0,0,0,1,4,3,3,0,1,0,0,2,2,100,7,0,7,6,1,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0
17,6,Moni Tonga'uiha,4.7,NOLA Gold,NEFJ,81,0,0,0,0,0,0,0,0,0,0,5,26,25,5,0,4,0,0,2,2,100,7,4,12,9,3,0,0,0,0,2,1,0,3,0,0,2,0,0,0,0,0,0
17,6,Ronan Foley,6.3,Dallas Jackals,UTAH,87,0,0,0,0,0,0,0,0,0,0,8,32,23,3,0,7,0,0,4,4,100,13,2,10,10,0,0,0,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0
17,6,Vili Helu,2.9,San Diego Legion,HOU,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,13,0,10,8,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
18,6,Bailey Wilson,3.3,Utah Warriors,LA,53,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,8,0,10,10,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
18,6,Benjamin Bonasso,5.9,Miami Sharks,CHI,81,0,0,0,0,0,0,0,0,0,0,10,73,36,4,0,9,2,0,1,1,100,9,0,9,6,3,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0
18,6,Bruce Kuaika-Peterson,7,RFC Los Angeles,UTAH,69,0,0,0,0,0,0,0,0,0,0,12,74,64,5,0,7,4,1,3,3,100,11,0,14,12,2,0,0,0,0,5,3,1,2,0,0,2,0,1,0,0,0,0
18,6,Collin Grosse,11.6,Old Glory DC,NOLA,82,5,1,0,0,0,0,0,0,0,0,6,48,39,6,0,6,0,1,3,3,100,18,2,9,9,0,0,0,0,0,3,3,0,2,0,0,1,0,0,0,0,0,0
18,6,Devin Short,9.7,Seattle Seawolves,SDL,61,0,0,0,0,0,0,0,0,0,0,7,45,37,5,0,6,1,0,1,1,100,4,0,11,9,2,0,0,0,0,7,7,0,2,0,0,0,0,0,0,0,0,0
18,6,Joe Basser,6.5,Anthem RC,NEFJ,84,0,0,0,0,0,0,0,0,0,0,2,17,16,8,0,2,0,0,0,0,0,15,4,15,13,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
18,6,Marno Redelinghuys,8.7,Houston Sabercats,DAL,84,0,0,0,0,0,0,0,0,0,0,5,55,54,11,0,3,3,1,1,1,100,12,1,13,11,2,0,0,2,0,4,3,0,2,0,0,1,0,0,0,0,0,0
18,6,Mason Flesch,8.3,Chicago Hounds,MIA,81,0,0,0,0,0,0,0,0,0,0,5,51,50,10,0,4,0,1,4,4,100,7,3,11,11,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0
18,6,Moni Tonga'uiha,5.1,NOLA Gold,OGDC,82,0,0,0,0,0,0,0,0,0,0,4,15,12,3,0,4,0,0,1,0,0,6,1,14,13,1,0,0,0,1,3,2,0,2,0,0,1,0,0,0,0,0,0
18,6,Piers von Dadelszen,2.8,New England Free Jacks,ARC,53,0,0,0,0,0,0,0,0,0,0,2,8,4,2,0,2,0,0,1,1,100,11,3,8,8,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
18,6,Sam Golla,8.4,Dallas Jackals,HOU,69,0,0,0,0,0,0,0,0,0,0,5,64,63,13,0,4,0,0,2,2,100,15,3,8,7,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
18,6,Vili Helu,9.7,San Diego Legion,SEA,82,0,0,0,0,0,0,0,0,0,0,7,41,40,6,0,3,1,0,4,2,50,11,1,13,9,4,0,0,1,0,9,7,2,4,0,0,2,0,0,0,0,0,0
1,7,Albert O'Shannessey,9.3,Anthem RC,NEFJ,79,0,0,0,0,0,0,0,0,0,0,7,43,38,5,0,6,2,0,3,3,100,12,2,15,15,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0
1,7,Blair Cowan,6.2,San Diego Legion,SEA,69,0,0,0,0,0,0,0,0,0,0,4,20,15,4,0,3,0,0,6,4,67,9,0,21,19,2,0,4,0,2,9,8,0,2,0,0,1,0,1,0,0,0,0
1,7,Cam Davidowicz,12.5,New England Free Jacks,ARC,79,5,1,0,0,0,0,0,0,0,0,7,66,56,8,1,6,1,0,1,1,100,13,1,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,7,Charles Elton,5.7,Seattle Seawolves,SDL,78,0,0,0,0,0,0,0,0,0,0,2,18,16,8,0,2,0,0,2,1,50,21,6,18,17,1,0,1,0,0,7,6,0,3,0,0,2,0,0,0,0,0,0
1,7,Cory Daniel,3.1,Old Glory DC,NOLA,69,0,0,0,0,0,0,0,0,0,0,6,27,19,3,0,6,0,1,2,2,100,10,1,19,19,0,0,0,1,0,11,7,0,1,0,0,1,0,1,0,0,0,0
1,7,Dan Pryor,5.4,Miami Sharks,CHI,83,0,0,0,0,0,0,0,0,0,0,2,32,6,3,0,1,0,0,0,0,0,4,0,19,16,3,0,1,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0
1,7,Dylan Nel,9.5,Utah Warriors,HOU,82,0,0,0,0,0,0,0,0,0,0,14,91,82,6,0,13,1,2,6,6,100,15,6,8,6,2,0,0,0,0,11,10,2,3,0,0,1,0,0,0,0,0,0
1,7,Jonah Mau'u,13.8,NOLA Gold,OGDC,78,0,0,0,0,0,0,0,0,0,0,16,102,83,5,0,14,2,1,2,2,100,13,3,12,10,2,0,1,2,1,14,11,3,0,1,0,0,0,0,0,0,0,0
1,7,Keni Nasoqeqe,2.8,Houston Sabercats,UTAH,57,0,0,0,0,0,0,0,0,0,0,5,34,33,7,0,5,0,1,1,1,100,4,1,7,5,2,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0
1,7,Lucas Rumball,3.4,Chicago Hounds,MIA,83,0,0,0,0,0,0,0,0,0,0,2,4,2,1,0,2,0,0,3,3,100,15,2,9,9,0,0,0,0,0,6,4,0,1,0,0,1,0,0,0,0,0,0
1,7,Marques Fuala'au,1.4,Dallas Jackals,LA,44,0,0,0,0,0,0,0,0,0,0,2,16,15,7,0,1,1,0,1,1,100,7,1,5,3,2,0,0,0,0,4,4,1,2,0,0,0,0,0,0,0,0,0
1,7,Matt Heaton,1.4,RFC Los Angeles,DAL,75,0,0,0,0,0,0,0,0,0,0,4,28,25,6,1,3,1,0,4,3,75,14,1,14,13,1,0,0,1,0,8,5,1,3,0,0,3,0,1,0,0,0,0
2,7,Albert O'Shannessey,6.5,Anthem RC,NOLA,81,0,0,0,0,0,0,0,0,0,0,2,25,25,12,0,1,1,0,3,3,100,16,3,17,15,2,0,0,0,0,1,1,0,3,0,0,2,0,0,0,0,0,0
2,7,Bailey Wilson,8.9,Utah Warriors,CHI,80,0,0,0,0,0,0,0,0,0,0,4,22,20,5,0,3,1,1,1,1,100,5,2,9,8,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
2,7,Blair Cowan,12.2,San Diego Legion,DAL,61,5,1,0,0,0,0,0,0,0,0,3,31,27,9,0,2,0,2,6,4,67,9,5,10,10,0,0,1,0,1,6,5,0,1,0,0,1,0,0,0,0,0,0
2,7,Cam Davidowicz,11.7,New England Free Jacks,OGDC,72,0,0,0,0,0,0,0,0,0,0,4,31,27,7,0,1,0,0,5,5,100,10,0,19,15,4,0,0,0,1,7,6,0,0,0,0,0,0,0,0,1,0,0
2,7,Charles Elton,-0.2,Seattle Seawolves,MIA,77,0,0,0,0,0,0,0,0,0,0,3,24,21,7,0,3,0,1,3,2,67,16,0,9,9,0,0,0,0,0,1,1,1,3,0,0,3,0,1,0,0,0,0
2,7,Cory Daniel,5.1,Old Glory DC,NEFJ,65,0,0,0,0,0,0,0,0,0,0,5,35,29,6,0,4,1,0,2,1,50,17,6,13,9,4,0,0,0,0,7,7,0,1,0,0,0,1,0,0,0,0,0
2,7,Daemon Torres,4.1,Dallas Jackals,SDL,47,0,0,0,0,0,0,0,0,0,0,3,17,17,6,0,3,0,0,2,1,50,2,3,9,8,1,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0
2,7,Dan Pryor,3.3,Miami Sharks,SEA,52,0,0,0,0,0,0,0,0,0,0,1,12,11,11,0,1,0,0,0,0,0,5,1,10,9,1,0,0,0,0,3,2,0,1,0,0,1,0,0,0,0,0,0
2,7,Jonah Mau'u,18.9,NOLA Gold,ARC,81,5,1,0,0,0,0,0,0,0,0,14,111,100,7,0,11,1,1,2,2,100,11,1,13,13,0,0,0,2,0,8,5,0,2,0,0,1,0,0,0,0,0,0
2,7,Keni Nasoqeqe,9.7,Houston Sabercats,LA,56,5,1,0,0,0,0,0,0,0,0,6,49,46,8,0,3,1,1,2,2,100,13,1,3,2,1,0,0,1,0,2,2,0,1,0,0,1,0,0,0,0,0,0
2,7,Lucas Rumball,3,Chicago Hounds,UTAH,59,0,0,0,0,0,0,0,0,0,0,5,18,15,3,0,5,0,1,5,5,100,10,2,7,5,2,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
2,7,Matt Heaton,9.6,RFC Los Angeles,HOU,78,0,0,0,0,0,0,0,0,0,0,4,26,17,4,0,4,0,2,4,4,100,13,1,22,18,4,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0
3,7,Albert O'Shannessey,6,Anthem RC,DAL,81,0,0,0,0,0,0,0,0,0,0,6,21,17,3,0,5,0,0,1,1,100,10,0,17,11,6,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
3,7,Bailey Wilson,3.4,Utah Warriors,SEA,51,0,0,0,0,0,0,0,0,0,0,2,12,4,2,0,2,0,0,1,1,100,7,0,6,5,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
3,7,Ben Fry,3.7,Dallas Jackals,ARC,48,0,0,0,0,0,0,0,0,0,0,8,72,57,7,1,6,2,2,3,3,100,4,0,7,5,2,0,1,1,0,2,2,0,3,0,0,1,0,1,0,1,0,0
3,7,Blair Cowan,-1.8,San Diego Legion,LA,54,0,0,0,0,0,0,0,0,0,0,4,24,16,4,0,4,0,0,9,9,100,10,0,7,7,0,0,2,0,0,3,2,0,3,1,0,2,0,1,0,0,0,0
3,7,Charles Elton,12.2,Seattle Seawolves,UTAH,82,0,0,0,0,0,0,0,0,0,0,6,48,45,8,0,5,0,2,3,3,100,18,2,25,24,1,0,0,0,0,6,5,0,1,0,0,1,0,0,0,0,0,0
3,7,Cory Daniel,8.6,Old Glory DC,CHI,81,0,0,0,0,0,0,0,0,0,0,4,21,16,4,0,4,0,0,2,2,100,17,4,20,20,0,0,1,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0
3,7,Keni Nasoqeqe,7.5,Houston Sabercats,MIA,58,5,1,0,0,0,0,0,0,0,0,3,19,18,6,0,2,1,1,1,1,100,7,3,5,4,1,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0
3,7,Maclean Jones,10,Chicago Hounds,OGDC,81,0,0,0,0,0,0,0,0,0,0,3,21,19,6,0,3,0,0,7,7,100,17,1,19,17,2,0,0,0,0,7,4,0,0,0,0,0,0,0,0,1,0,0
3,7,Matt Heaton,6.8,RFC Los Angeles,SDL,80,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0,0,8,5,23,21,2,0,0,0,0,13,13,1,1,0,0,1,0,0,0,0,0,0
3,7,Moni Tonga'uiha,7.2,NOLA Gold,NEFJ,75,0,0,0,0,0,0,0,0,0,0,9,50,43,5,0,8,0,2,3,3,100,10,5,10,8,2,0,0,0,0,5,5,2,0,0,0,0,0,0,0,0,0,0
3,7,Roelof Smit,1.4,Miami Sharks,HOU,46,0,0,0,0,0,0,0,0,0,0,3,23,13,4,0,3,0,0,1,1,100,4,0,3,2,1,0,0,1,0,6,4,0,1,0,0,1,0,0,0,0,0,0
3,7,Seta Baker,8.5,New England Free Jacks,NOLA,62,0,0,0,0,0,0,0,0,0,0,9,56,47,5,0,8,0,3,2,2,100,9,3,13,11,2,0,1,0,1,5,5,2,3,0,0,2,0,0,0,0,0,0
4,7,Albert O'Shannessey,7.7,Anthem RC,MIA,85,0,0,0,0,0,0,0,0,0,0,3,29,22,7,0,2,1,0,1,1,100,11,2,21,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,7,Ben Fry,1.3,Dallas Jackals,NOLA,52,0,0,0,0,0,0,0,0,0,0,10,53,44,4,0,9,0,3,1,1,100,9,2,8,8,0,0,0,0,0,4,4,1,3,0,0,2,0,1,0,0,0,0
4,7,Blair Cowan,10.4,San Diego Legion,OGDC,73,0,0,0,0,0,0,0,0,0,0,8,27,24,3,0,8,0,0,7,5,71,17,4,20,20,0,0,1,1,1,10,10,0,1,0,0,0,0,0,0,0,0,0
4,7,Charles Elton,7.4,Seattle Seawolves,HOU,81,0,0,0,0,0,0,0,0,0,0,6,50,42,7,0,3,1,1,3,2,67,16,6,9,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4,7,Cory Daniel,9.4,Old Glory DC,SDL,76,0,0,0,0,0,0,0,0,0,0,7,28,17,2,0,6,0,0,2,2,100,20,2,26,24,2,0,1,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0
4,7,Dan Pryor,8.1,Miami Sharks,ARC,66,0,0,0,0,0,0,0,0,0,0,5,77,62,12,1,3,0,2,5,5,100,8,3,3,3,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,1,0,0
4,7,Dylan Nel,2.6,Utah Warriors,LA,28,0,0,0,0,0,0,0,0,0,0,3,22,20,7,0,3,0,1,1,1,100,4,2,2,2,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0
4,7,Emmanuel Albert,7.1,Houston Sabercats,SEA,56,0,0,0,0,0,0,0,0,0,0,8,66,58,7,0,8,0,1,0,0,0,9,0,7,6,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
4,7,Maclean Jones,12.6,Chicago Hounds,NEFJ,82,5,1,0,0,0,0,0,0,0,0,6,35,30,5,0,4,1,1,7,6,86,15,1,19,17,2,0,1,1,0,4,3,0,3,0,0,2,0,0,0,0,0,0
4,7,Martin Sigren,9.3,New England Free Jacks,CHI,66,0,0,0,0,0,0,0,0,0,0,6,22,21,3,0,5,1,0,2,2,100,13,1,21,19,2,0,0,1,1,5,4,1,1,0,0,1,0,0,0,0,0,0
4,7,Matt Heaton,6.4,RFC Los Angeles,UTAH,81,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,1,0,0,2,2,100,10,3,23,17,6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
4,7,Moni Tonga'uiha,7.1,NOLA Gold,DAL,82,0,0,0,0,0,0,0,0,0,0,2,25,25,12,0,1,0,1,1,1,100,7,1,14,12,2,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
5,7,Albert O'Shannessey,2.1,Anthem RC,OGDC,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,10,1,7,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5,7,Brady Daniel,14.5,Old Glory DC,ARC,82,5,1,0,0,0,0,0,0,0,0,3,25,21,7,0,2,1,2,1,0,0,9,3,22,18,4,0,1,0,1,2,1,0,2,0,0,1,0,0,0,0,0,0
5,7,Charles Elton,13.6,Seattle Seawolves,CHI,83,0,0,0,0,0,0,0,0,0,0,11,70,59,5,0,10,0,1,2,1,50,28,4,19,19,0,0,0,0,1,2,2,0,2,0,0,2,0,0,0,0,0,0
5,7,Dan Pryor,5.8,Miami Sharks,SDL,76,0,0,0,0,0,0,0,0,0,0,3,40,38,13,0,3,0,1,2,2,100,4,2,11,10,1,0,0,0,0,4,3,2,3,0,0,2,0,0,0,0,0,0
5,7,Emmanuel Albert,16.7,Houston Sabercats,DAL,64,10,2,0,0,0,0,0,0,0,0,7,26,21,3,0,5,0,0,3,3,100,8,2,17,17,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
5,7,Finn Kearns,0.4,San Diego Legion,MIA,43,0,0,0,0,0,0,0,0,0,0,2,6,6,3,0,1,0,0,1,0,0,7,2,6,6,0,0,0,0,0,1,1,0,4,0,0,2,0,0,0,0,0,0
5,7,Maclean Jones,10.8,Chicago Hounds,SEA,83,0,0,0,0,0,0,0,0,0,0,5,40,30,6,0,5,1,0,8,7,88,12,5,19,16,3,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0
5,7,Makeen Alikhan,14.6,Dallas Jackals,HOU,87,5,1,0,0,0,0,0,0,0,0,9,50,46,5,1,7,0,1,1,1,100,20,2,16,15,1,0,0,0,0,7,6,0,1,0,0,1,0,0,0,0,0,0
6,7,Bailey Wilson,7.4,Utah Warriors,ARC,84,0,0,0,0,0,0,0,0,0,0,6,32,27,4,0,2,0,1,4,4,100,10,2,16,14,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0
6,7,Charles Elton,7.1,Seattle Seawolves,DAL,81,0,0,0,0,0,0,0,0,0,0,3,15,7,2,0,3,0,0,1,0,0,20,3,19,18,1,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0
6,7,Cory Daniel,14.9,Old Glory DC,LA,89,5,1,0,0,0,0,0,0,0,0,5,33,31,6,0,5,0,0,5,3,60,25,3,23,21,2,0,1,0,0,7,7,0,1,0,0,1,0,0,0,0,0,0
6,7,Dan Pryor,11.6,Miami Sharks,NEFJ,81,0,0,0,0,0,0,0,0,0,0,9,82,59,7,0,7,1,2,3,3,100,23,1,10,9,1,0,1,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0
6,7,Joe Basser,4.7,Anthem RC,UTAH,57,0,0,0,0,0,0,0,0,0,0,4,23,20,5,0,4,1,0,0,0,0,19,0,11,9,2,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0
6,7,Lucas Rumball,5.8,Chicago Hounds,NOLA,82,0,0,0,0,0,0,0,0,0,0,3,23,14,5,0,3,0,1,3,3,100,12,1,13,13,0,0,0,0,0,10,6,2,1,0,0,0,0,0,0,0,0,0
6,7,Makeen Alikhan,3.4,Dallas Jackals,SEA,67,0,0,0,0,0,0,0,0,0,0,1,10,5,5,0,1,0,0,1,1,100,11,0,15,13,2,0,0,0,0,6,6,1,2,0,0,2,0,0,0,0,0,0
6,7,Matt Heaton,8,RFC Los Angeles,OGDC,89,0,0,0,0,0,0,0,0,0,0,7,34,31,4,0,7,0,2,3,3,100,22,1,15,13,2,0,1,0,0,8,6,1,0,0,0,0,0,0,0,0,0,0
6,7,Moni Tonga'uiha,3.8,NOLA Gold,CHI,82,0,0,0,0,0,0,0,0,0,0,5,26,24,5,0,3,2,0,2,2,100,9,0,11,8,3,0,0,0,0,6,4,0,4,0,0,1,0,0,0,0,0,0
6,7,Seta Baker,4.7,New England Free Jacks,MIA,49,0,0,0,0,0,0,0,0,0,0,4,25,16,4,0,4,0,0,1,1,100,3,1,16,12,4,0,2,0,0,6,4,0,1,0,0,0,0,0,0,0,0,0
7,7,Albert O'Shannessey,6.1,Anthem RC,CHI,83,0,0,0,0,0,0,0,0,0,0,2,22,21,11,1,1,0,1,0,0,0,10,0,12,10,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,Charles Elton,11.6,Seattle Seawolves,LA,83,0,0,0,0,0,0,0,0,0,0,10,47,44,4,0,9,0,1,3,3,100,17,1,15,14,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
7,7,Dylan Nel,13.5,Utah Warriors,DAL,82,0,0,0,0,0,0,0,0,0,0,9,60,50,6,0,8,0,1,6,6,100,21,5,31,30,1,0,0,0,0,26,21,4,3,0,0,2,0,0,0,0,0,0
7,7,Emmanuel Albert,1.3,Houston Sabercats,NEFJ,22,0,0,0,0,0,0,0,0,0,0,3,12,11,4,0,3,0,0,0,0,0,1,2,4,4,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
7,7,Maclean Jones,7.6,Chicago Hounds,ARC,83,0,0,0,0,0,0,0,0,0,0,2,25,20,10,0,1,0,0,10,9,90,9,3,13,12,1,0,1,0,1,2,2,0,2,2,0,1,0,0,0,0,0,0
7,7,Makeen Alikhan,10.6,Dallas Jackals,UTAH,82,0,0,0,0,0,0,0,0,0,0,9,55,47,5,0,8,0,1,2,2,100,28,1,15,13,2,0,0,0,0,10,6,1,2,0,0,2,0,0,0,1,0,0
7,7,Max Katjijeko,5.1,RFC Los Angeles,SEA,67,0,0,0,0,0,0,0,0,0,0,2,11,11,5,0,2,0,0,1,0,0,4,0,17,15,2,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0
7,7,Mitch Jacobson,4.9,New England Free Jacks,HOU,85,0,0,0,0,0,0,0,0,0,0,5,21,18,4,0,4,0,0,6,6,100,11,2,14,12,2,0,0,0,0,1,1,0,3,0,0,2,0,0,0,0,0,0
7,7,Moni Tonga'uiha,4.7,NOLA Gold,SDL,83,0,0,0,0,0,0,0,0,0,0,6,32,15,2,0,4,2,2,3,3,100,8,2,11,4,7,0,0,0,1,4,2,0,2,0,0,2,0,0,0,0,0,0
7,7,Tevita Tameilau,10.2,San Diego Legion,NOLA,83,0,0,0,0,0,0,0,0,0,0,5,33,27,5,0,5,0,2,4,3,75,11,2,7,3,4,0,1,0,0,2,2,0,3,0,0,2,0,0,0,0,0,0
8,7,Benjamin Bonasso,7.1,Miami Sharks,NOLA,81,0,0,0,0,0,0,0,0,0,0,2,30,25,13,0,2,0,1,1,1,100,12,1,13,12,1,0,0,2,1,0,0,0,4,0,0,4,0,0,0,0,0,0
8,7,Blair Cowan,0.7,San Diego Legion,UTAH,29,0,0,0,0,0,0,0,0,0,0,2,13,6,3,0,2,0,1,1,1,100,7,1,2,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0
8,7,Cory Daniel,12.3,Old Glory DC,HOU,79,5,1,0,0,0,0,0,0,0,0,4,29,19,5,0,2,1,1,9,7,78,21,5,14,13,1,0,1,1,1,3,1,1,3,0,0,1,0,0,0,0,0,0
8,7,Dylan Nel,17.2,Utah Warriors,SDL,81,0,0,0,0,0,0,0,0,0,0,14,141,128,9,1,9,2,3,7,7,100,11,4,14,13,1,0,0,0,0,13,9,3,1,0,0,1,0,0,0,0,0,0
8,7,Jonah Mau'u,14.4,NOLA Gold,MIA,81,5,1,0,0,0,0,0,0,0,0,11,57,49,4,0,9,0,2,1,1,100,11,2,12,10,2,0,0,1,1,14,13,0,3,0,0,1,0,0,0,0,0,0
8,7,Kara Pryor,7.6,Seattle Seawolves,NEFJ,70,5,1,0,0,0,0,0,0,0,0,6,22,21,3,0,5,0,1,3,3,100,19,4,16,15,1,0,0,0,0,10,8,0,1,0,0,1,0,1,0,0,0,0
8,7,Maclean Jones,1.7,Chicago Hounds,LA,74,0,0,0,0,0,0,0,0,0,0,3,15,14,5,0,1,1,0,6,6,100,19,1,12,11,1,0,1,1,1,2,2,0,3,0,0,2,0,1,0,0,0,0
8,7,Max Katjijeko,6.8,RFC Los Angeles,CHI,66,0,0,0,0,0,0,0,0,0,0,4,33,31,8,0,2,1,1,1,1,100,8,3,10,9,1,0,0,1,1,3,3,0,2,0,0,0,0,0,0,0,0,0
8,7,Mitch Jacobson,8.5,New England Free Jacks,SEA,82,0,0,0,0,0,0,0,0,0,0,12,54,39,3,0,10,2,0,9,8,89,19,1,8,7,1,0,0,0,1,9,7,0,1,0,0,0,0,0,0,0,0,0
8,7,Ronan Murphy,8,Houston Sabercats,OGDC,73,0,0,0,0,0,0,0,0,0,0,6,38,32,5,0,6,0,3,2,2,100,7,0,20,16,4,0,0,1,0,7,6,0,1,0,0,0,0,0,0,0,0,0
9,7,Bailey Wilson,5.1,Utah Warriors,OGDC,56,0,0,0,0,0,0,0,0,0,0,5,34,33,7,0,5,0,0,1,0,0,10,1,7,6,1,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0
9,7,Cory Daniel,8.7,Old Glory DC,UTAH,83,0,0,0,0,0,0,0,0,0,0,2,5,5,2,0,2,0,0,1,1,100,23,1,27,24,3,0,1,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0
9,7,Dan Pryor,7.3,Miami Sharks,DAL,79,0,0,0,0,0,0,0,0,0,0,6,42,37,6,0,6,1,1,2,2,100,8,2,13,12,1,0,0,0,0,4,3,0,2,0,0,1,0,0,0,0,0,0
9,7,Finn Kearns,4,San Diego Legion,HOU,48,0,0,0,0,0,0,0,0,0,0,4,35,31,8,0,3,1,1,2,2,100,10,0,8,8,0,0,1,0,1,6,4,0,3,0,0,1,0,0,0,0,0,0
9,7,Joe Basser,7.9,Anthem RC,NOLA,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,24,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,7,Jonah Mau'u,17.7,NOLA Gold,ARC,82,0,0,0,0,0,0,0,0,0,0,20,162,126,6,1,15,1,3,7,6,86,17,4,7,7,0,0,1,1,0,11,10,1,0,0,0,0,0,0,0,0,0,0
9,7,Keni Nasoqeqe,5.3,Houston Sabercats,SDL,60,0,0,0,0,0,0,0,0,0,0,3,16,11,4,0,2,0,0,1,1,100,8,1,15,14,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0
